,id,retweet_count,favorite_count
505,811386762094317568,7057,22453
506,810984652412424192,1582,5731
507,810896069567610880,1975,9724
508,810657578271330305,2919,11780
509,810284430598270976,12602,38117
510,810254108431155201,3708,15790
511,809920764300447744,4312,16646
512,809808892968534016,5413,0
513,809448704142938112,1620,7448
514,809220051211603969,6207,21445
515,809084759137812480,3873,14213
516,808838249661788160,3361,10856
517,808733504066486276,2394,8506
518,808501579447930884,2876,12137
519,808344865868283904,22937,45730
520,808134635716833280,6573,0
521,808106460588765185,2423,9374
522,808001312164028416,3902,13527
523,807621403335917568,4069,15664
524,807106840509214720,59896,121199
525,807059379405148160,8107,0
526,807010152071229440,4225,14013
527,806629075125202948,38529,80858
528,806620845233815552,6103,0
529,806576416489959424,2121,5211
530,806542213899489280,2616,10989
531,806242860592926720,12930,0
532,806219024703037440,1321,6907
533,805958939288408065,5948,0
534,805932879469572096,2112,8895
535,805826884734976000,2025,7092
536,805823200554876929,8896,0
537,805520635690676224,1821,6174
538,805487436403003392,2801,9440
539,805207613751304193,1887,8392
540,804738756058218496,4261,14792
541,804475857670639616,2219,6617
542,804413760345620481,3561,0
543,804026241225523202,17936,48043
544,803773340896923648,3062,10814
545,803692223237865472,8212,0
546,803638050916102144,4577,11832
547,803380650405482500,2056,8345
548,803321560782307329,5879,0
549,803276597545603072,2735,10793
550,802952499103731712,2223,9721
551,802624713319034886,3243,0
552,802600418706604034,1627,7664
553,802572683846291456,2768,9622
554,802323869084381190,6464,17505
555,802265048156610565,1506,7110
556,802239329049477120,2880,9782
557,802185808107208704,295,0
558,801958328846974976,1888,8319
559,801854953262350336,260,1892
560,801538201127157760,2275,8834
561,801285448605831168,920,6528
562,801167903437357056,6573,26402
563,801127390143516673,4396,0
564,801115127852503040,2314,8716
565,800859414831898624,107,744
566,800855607700029440,1805,0
567,800751577355128832,3073,11311
568,800513324630806528,3331,14150
569,800459316964663297,2394,10194
570,800443802682937345,4775,0
571,800388270626521089,3103,12023
572,800188575492947969,4362,0
573,800141422401830912,2838,16495
574,800018252395122689,14585,30589
575,799774291445383169,5188,0
576,799757965289017345,2395,9068
577,799422933579902976,2118,8669
578,799308762079035393,6126,0
579,799297110730567681,3068,10684
580,799063482566066176,2726,8733
581,798933969379225600,4958,14201
582,798925684722855936,1591,8016
583,798705661114773508,7314,0
584,798701998996647937,8639,0
585,798697898615730177,7203,0
586,798694562394996736,5491,0
587,798686750113755136,2576,0
588,798682547630837760,5230,0
589,798673117451325440,6143,0
590,798665375516884993,4308,0
591,798644042770751489,2051,0
592,798628517273620480,2175,0
593,798585098161549313,6320,0
594,798576900688019456,6493,0
595,798340744599797760,3723,0
596,798209839306514432,2832,11194
597,797971864723324932,3474,12564
598,797545162159308800,5377,15632
599,797236660651966464,7343,21569
600,797165961484890113,29,247
601,796904159865868288,9846,0
602,796865951799083009,2108,8281
603,796759840936919040,3385,12797
604,796563435802726400,8082,0
605,796484825502875648,1950,8170
606,796387464403357696,4612,11869
607,796177847564038144,15845,0
608,796149749086875649,15845,34897
609,796125600683540480,1976,5321
610,796116448414461957,2682,9794
611,796080075804475393,2571,9119
612,796031486298386433,4081,11645
613,795464331001561088,26382,53734
614,795400264262053889,3171,10894
615,795076730285391872,6009,17502
616,794983741416415232,3732,0
617,794926597468000259,2560,11084
618,794355576146903043,11386,0
619,794332329137291264,2929,10321
620,794205286408003585,3661,9908
621,793962221541933056,5413,18147
622,793845145112371200,2078,9921
623,793614319594401792,3451,0
624,793601777308463104,1813,8598
625,793500921481273345,2639,11532
626,793286476301799424,10182,26542
627,793271401113350145,2620,9320
628,793256262322548741,9231,21547
629,793241302385262592,3628,11339
630,793226087023144960,3169,10610
631,793210959003287553,3115,9630
632,793195938047070209,6224,16462
633,793180763617361921,2202,7458
634,793165685325201412,3083,10137
635,793150605191548928,1889,6650
636,793135492858580992,2765,6969
637,793120401413079041,4328,13687
638,792913359805018113,4446,15457
639,792883833364439040,4731,12202
640,792773781206999040,1861,7917
641,792394556390137856,4746,14529
642,792050063153438720,1987,7742
643,791821351946420224,23266,0
644,791784077045166082,10665,0
645,791780927877898241,4203,0
646,791774931465953280,24550,48670
647,791672322847637504,3451,12679
648,791406955684368384,4555,14153
649,791312159183634433,2815,9471
650,791026214425268224,4555,0
651,790987426131050500,2364,10667
652,790946055508652032,5192,17903
653,790723298204217344,2566,0
654,790698755171364864,2108,8838
655,790581949425475584,7943,22293
656,790337589677002753,2064,8434
657,790277117346975746,3530,13516
658,790227638568808452,3950,0
659,789986466051088384,2566,9970
660,789960241177853952,4591,0
661,789903600034189313,4567,11210
662,789628658055020548,1970,8102
663,789599242079838210,2143,7295
664,789530877013393408,3732,12686
665,789314372632018944,2550,9270
666,789280767834746880,5471,0
667,789268448748703744,2851,9820
668,789137962068021249,3090,10450
669,788908386943430656,13696,29515
670,788765914992902144,11386,29552
671,788552643979468800,7962,0
672,788412144018661376,5859,16808
673,788178268662984705,2340,7798
674,788150585577050112,1439,6631
675,788070120937619456,3779,0
676,788039637453406209,1463,6617
677,787810552592695296,3371,9354
678,787717603741622272,3075,11000
679,787397959788929025,3135,11679
680,787322443945877504,1924,8393
681,787111942498508800,7409,0
682,786963064373534720,8832,28619
683,786729988674449408,2667,0
684,786709082849828864,6721,19562
685,786664955043049472,2835,11491
686,786595970293370880,3418,10122
687,786363235746385920,3873,11741
688,786286427768250368,3160,8588
689,786233965241827333,5272,16483
690,786051337297522688,169,1550
691,786036967502913536,7801,0
692,785927819176054784,3491,12224
693,785872687017132033,2017,7195
694,785639753186217984,2451,8408
695,785533386513321988,2216,9799
696,785515384317313025,1388,6550
697,785264754247995392,1806,7810
698,785170936622350336,5362,13023
699,784826020293709826,3561,10904
700,784517518371221505,2795,9655
701,784431430411685888,1414,6124
702,784183165795655680,8896,21625
703,784057939640352768,12295,32154
704,783839966405230592,11918,32310
705,783821107061198850,2165,7922
706,783695101801398276,3552,11233
707,783466772167098368,2484,9083
708,783391753726550016,6075,18137
709,783347506784731136,6172,0
710,783334639985389568,12930,31427
711,783085703974514689,2445,8747
712,782969140009107456,8107,25918
713,782747134529531904,1537,8025
714,782722598790725632,5948,18550
715,782598640137187329,2062,8357
716,782305867769217024,6140,17910
717,782021823840026624,6869,0
718,781955203444699136,3701,11935
719,781661882474196992,2981,11223
720,781655249211752448,1236,4296
721,781524693396357120,6103,22292
722,781308096455073793,2799,7657
723,781251288990355457,2311,9064
724,781163403222056960,3005,10486
725,780931614150983680,8082,23234
726,780858289093574656,2195,7731
727,780800785462489090,1428,5924
728,780601303617732608,3659,12970
729,780543529827336192,1908,6762
730,780496263422808064,4083,0
731,780476555013349377,128,0
732,780459368902959104,1175,5674
733,780192070812196864,2461,9349
734,780092040432480260,2528,0
735,780074436359819264,5499,13152
736,779834332596887552,7801,20387
737,779377524342161408,3422,9469
738,779124354206535695,20254,0
739,779123168116150273,4003,12671
740,779056095788752897,4972,15878
741,778990705243029504,8004,21509
742,778774459159379968,10957,0
743,778764940568104960,403,920
744,778748913645780993,1467,7402
745,778650543019483137,1641,6196
746,778624900596654080,1115,5000
747,778408200802557953,4779,14634
748,778396591732486144,13458,0
749,778383385161035776,1211,6254
750,778286810187399168,3636,11158
751,778039087836069888,2890,9095
752,778027034220126208,1782,7033
753,777953400541634568,3872,0
754,777885040357281792,1808,6818
755,777684233540206592,3243,12039
756,777641927919427584,4667,0
757,777621514455814149,2737,9410
758,777189768882946048,4759,15338
759,776819012571455488,15102,0
760,776813020089548800,1326,5230
761,776477788987613185,3078,9489
762,776249906839351296,10050,0
763,776218204058357768,17539,32159
764,776201521193218049,2769,10281
765,776113305656188928,4775,12590
766,776088319444877312,166,1967
767,775898661951791106,18024,0
768,775842724423557120,2940,12552
769,775733305207554048,4396,14813
770,775729183532220416,5011,13835
771,775364825476165632,3263,7965
772,775350846108426240,4289,10869
773,775085132600442880,5188,16646
774,774757898236878852,1940,9136
775,774639387460112384,1905,7192
776,774314403806253056,6126,23305
777,773985732834758656,4256,11497
778,773922284943896577,1898,6842
779,773704687002451968,1798,7068
780,773670353721753600,1419,5690
781,773547596996571136,6748,23626
782,773336787167145985,5580,0
783,773308824254029826,8186,24856
784,773247561583001600,3518,10078
785,773191612633579521,4504,10683
786,772877495989305348,4240,9177
787,772826264096874500,2547,8529
788,772615324260794368,3692,0
789,772581559778025472,1846,6926
790,772193107915964416,1512,6417
791,772152991789019136,1227,4041
792,772117678702071809,804,4009
793,772114945936949249,516,2897
794,772102971039580160,1012,4287
795,771908950375665664,2080,7034
796,771770456517009408,3723,12834
797,771500966810099713,2872,8846
798,771380798096281600,5580,11253
799,771171053431250945,8280,0
800,771136648247640064,3204,9827
801,771102124360998913,1569,6661
802,771014301343748096,1809,7342
803,771004394259247104,240,0
804,770787852854652928,1337,5304
805,770772759874076672,1549,5557
806,770655142660169732,1899,7823
807,770414278348247044,2253,6722
808,770293558247038976,1629,6667
809,770093767776997377,3318,0
810,770069151037685760,2521,8102
811,769940425801170949,10567,33637
812,769695466921623552,1815,6830
813,769335591808995329,8405,0
814,769212283578875904,1872,5764
815,768970937022709760,7152,15400
816,768909767477751808,2953,0
817,768855141948723200,970,4481
818,768609597686943744,1326,4394
819,768596291618299904,1395,5363
820,768554158521745409,6364,0
821,768473857036525572,3742,14559
822,768193404517830656,3872,11646
823,767884188863397888,1534,5075
824,767754930266464257,5879,17126
825,767500508068192258,2547,8000
826,767191397493538821,4163,13112
827,767122157629476866,3117,10813
828,766864461642756096,6184,0
829,766793450729734144,1484,5423
830,766714921925144576,423,2784
831,766693177336135680,862,4311
832,766423258543644672,1742,6431
833,766313316352462849,2058,7241
834,766078092750233600,2835,0
835,766069199026450432,944,4574
836,766008592277377025,537,3997
837,765719909049503744,2350,7733
838,765669560888528897,1329,5549
839,765395769549590528,3701,28173
840,765371061932261376,2353,7570
841,765222098633691136,3692,12396
842,764857477905154048,1931,6851
843,764259802650378240,1658,6457
844,763956972077010945,59,789
845,763837565564780549,4555,13472
846,763183847194451968,1610,5764
847,763167063695355904,3291,0
848,763103485927849985,2487,7850
849,762699858130116608,3950,12988
850,762471784394268675,7067,12035
851,762464539388485633,4591,11023
852,762316489655476224,1230,5141
853,762035686371364864,17001,34137
854,761976711479193600,2202,5758
855,761750502866649088,4300,0
856,761745352076779520,937,4533
857,761672994376806400,31635,52809
858,761599872357261312,1280,4400
859,761371037149827077,19548,0
860,761334018830917632,1583,5552
861,761292947749015552,1198,4762
862,761227390836215808,1696,5669
863,761004547850530816,3779,12047
864,760893934457552897,1059,4075
865,760656994973933572,2098,7044
866,760641137271070720,1407,5273
867,760539183865880579,3949,8064
868,760521673607086080,1520,4504
869,760290219849637889,12503,28567
870,760252756032651264,942,4193
871,760190180481531904,1971,6080
872,760153949710192640,34,0
873,759943073749200896,2278,6325
874,759923798737051648,6184,15642
875,759846353224826880,2160,7164
876,759793422261743616,2071,6345
877,759566828574212096,23015,0
878,759557299618865152,1279,5015
879,759447681597108224,2667,9037
880,759446261539934208,530,1779
881,759197388317847553,2116,6457
882,759159934323924993,1272,0
883,759099523532779520,4547,15491
884,759047813560868866,2192,6941
885,758828659922702336,4170,11908
886,758740312047005698,1747,6100
887,758474966123810816,1078,4071
888,758467244762497024,2425,5116
889,758405701903519748,2100,5534
890,758355060040593408,1183,3658
891,758099635764359168,10957,20446
892,758041019896193024,407,2882
893,757741869644341248,3541,7330
894,757729163776290825,8812,0
895,757725642876129280,1324,4832
896,757611664640446465,1214,4852
897,757597904299253760,317,0
898,757596066325864448,1152,4626
899,757400162377592832,7428,16115
900,757393109802180609,1899,6211
901,757354760399941633,1547,4807
902,756998049151549440,2160,6667
903,756939218950160384,2182,7076
904,756651752796094464,1430,5398
905,756526248105566208,3931,11068
906,756303284449767430,1180,4204
907,756288534030475264,19006,45495
908,756275833623502848,1654,6851
909,755955933503782912,3143,7812
910,755206590534418437,5844,17507
911,755110668769038337,12038,22591
912,754874841593970688,8711,0
913,754856583969079297,2752,7319
914,754747087846248448,568,2743
915,754482103782404096,2118,5651
916,754449512966619136,798,3981
917,754120377874386944,2541,8328
918,753655901052166144,2365,6217
919,753420520834629632,3870,8419
920,753398408988139520,2085,6152
921,753375668877008896,2528,8119
922,753298634498793472,6266,0
923,753294487569522689,1129,3616
924,753039830821511168,22746,39439
925,753026973505581056,1058,4138
926,752932432744185856,7409,13404
927,752917284578922496,1710,7319
928,752701944171524096,3135,0
929,752682090207055872,1744,6366
930,752660715232722944,1714,4688
931,752568224206688256,2480,5884
932,752519690950500352,3743,7840
933,752334515931054080,1193,4060
934,752309394570878976,18110,0
935,752173152931807232,2007,6324
936,751950017322246144,1013,3270
937,751937170840121344,1460,5545
938,751830394383790080,2127,6161
939,751793661361422336,3166,6223
940,751598357617971201,3300,8389
941,751583847268179968,1212,4686
942,751538714308972544,1378,5344
943,751456908746354688,1082,3401
944,751251247299190784,6368,13265
945,751205363882532864,1984,6696
946,751132876104687617,1414,5400
947,750868782890057730,1508,5077
948,750719632563142656,5471,14021
949,750506206503038976,1247,4710
950,750429297815552001,4667,13992
951,750383411068534784,1231,4823
952,750381685133418496,32,734
953,750147208377409536,1048,3284
954,750132105863102464,1377,3852
955,750117059602808832,1410,4595
956,750101899009982464,913,3230
957,750086836815486976,591,2305
958,750071704093859840,3619,8349
959,750056684286914561,971,3328
960,750041628174217216,672,3369
961,750026558547456000,855,2881
962,750011400160841729,986,3444
963,749996283729883136,879,3219
964,749981277374128128,2654,5428
965,749774190421639168,1418,4928
966,749417653287129088,1810,6466
967,749403093750648834,592,2792
968,749395845976588288,3756,9128
969,749317047558017024,2402,5819
970,749075273010798592,2238,6119
971,749064354620928000,1631,5082
972,749036806121881602,844,3287
973,748977405889503236,3678,11354
974,748932637671223296,2448,6201
975,748705597323898880,1025,2928
976,748699167502000129,1729,5020
977,748692773788876800,1441,4493
978,748575535303884801,2158,6429
979,748568946752774144,727,2311
980,748346686624440324,1340,5542
981,748337862848962560,4460,8146
982,748324050481647620,831,3927
983,748307329658011649,772,3883
984,748220828303695873,8413,14964
985,747963614829678593,2321,6127
986,747933425676525569,2761,7017
987,747885874273214464,1067,3126
988,747844099428986880,811,2968
989,747816857231626240,1255,5140
990,747651430853525504,170,1458
991,747648653817413632,6314,13647
992,747600769478692864,593,2453
993,747594051852075008,1136,3909
994,747512671126323200,1712,5875
995,747461612269887489,1116,4093
996,747439450712596480,2075,5742
997,747242308580548608,3111,0
998,747219827526344708,1709,5584
999,747204161125646336,993,3575
1000,747103485104099331,4311,10129
1001,746906459439529985,320,3052
1002,746872823977771008,2318,6344
1003,746818907684614144,1859,5604
1004,746790600704425984,1714,5162
1005,746757706116112384,4203,10116
1006,746726898085036033,1932,6386
1007,746542875601690625,2013,5325
1008,746521445350707200,1061,0
1009,746507379341139972,1166,4899
1010,746369468511756288,1777,6523
1011,746131877086527488,2374,7305
1012,746056683365994496,882,3755
1013,745789745784041472,1150,4263
1014,745712589599014916,2505,7388
1015,745433870967832576,2738,7502
1016,745422732645535745,2622,9057
1017,745314880350101504,2988,7573
1018,745074613265149952,3804,8278
1019,745057283344719872,2453,7640
1020,744995568523612160,672,3145
1021,744971049620602880,2903,8333
1022,744709971296780288,1676,5905
1023,744334592493166593,2304,7152
1024,744234799360020481,84245,165044
1025,744223424764059648,401,1793
1026,743980027717509120,1170,4386
1027,743895849529389061,1032,3842
1028,743835915802583040,2251,0
1029,743609206067040256,1483,4728
1030,743595368194129920,7070,19504
1031,743545585370791937,1005,3718
1032,743510151680958465,3972,8342
1033,743253157753532416,1307,4472
1034,743222593470234624,2052,6543
1035,743210557239623680,1465,4050
1036,742534281772302336,3824,7436
1037,742528092657332225,2146,4682
1038,742465774154047488,4180,7665
1039,742423170473463808,4083,10385
1040,742385895052087300,2141,7167
1041,742161199639494656,1475,4571
1042,742150209887731712,1676,5419
1043,741793263812808706,1624,4814
1044,741743634094141440,2976,8629
1045,741438259667034112,896,3873
1046,741303864243200000,3482,9248
1047,741099773336379392,5961,10588
1048,741067306818797568,3318,9956
1049,740995100998766593,2978,6744
1050,740711788199743490,1003,3591
1051,740699697422163968,842,2987
1052,740676976021798912,7314,19145
1053,740373189193256964,14298,36618
1054,740365076218183684,470,2610
1055,740359016048689152,918,3479
1056,740214038584557568,2115,7060
1057,739979191639244800,6364,21034
1058,739932936087216128,1160,4273
1059,739844404073074688,916,3998
1060,739623569819336705,1457,4012
1061,739606147276148736,1781,5681
1062,739544079319588864,23015,41844
1063,739485634323156992,3163,7587
1064,739238157791694849,62404,122085
1065,738891149612572673,6,113
1066,738885046782832640,1225,3971
1067,738883359779196928,873,3522
1068,738537504001953792,1676,5368
1069,738402415918125056,908,3441
1070,738184450748633089,1301,4542
1071,738166403467907072,3659,9279
1072,738156290900254721,705,2674
1073,737826014890496000,1892,5551
1074,737800304142471168,3716,10517
1075,737678689543020544,1431,5310
1076,737445876994609152,4793,10856
1077,737322739594330112,870,3804
1078,737310737551491075,7954,15466
1079,736736130620620800,1864,4549
1080,736392552031657984,7962,18706
1081,736365877722001409,1344,4201
1082,736225175608430592,2971,8563
1083,736010884653420544,3195,8331
1084,735991953473572864,1231,3792
1085,735648611367784448,1178,4224
1086,735635087207878657,2522,6510
1087,735274964362878976,5446,13685
1088,735256018284875776,950,3516
1089,735137028879360001,1039,3298
1090,734912297295085568,552,2880
1091,734787690684657664,6763,13214
1092,734776360183431168,583,2643
1093,734559631394082816,423,1573
1094,733828123016450049,832,3789
1095,733822306246479872,1080,3860
1096,733482008106668032,1019,3318
1097,733460102733135873,1370,4429
1098,733109485275860992,18024,51739
1099,732732193018155009,575,2573
1100,732726085725589504,949,3713
1101,732585889486888962,823,3876
1102,732375214819057664,2705,8514
1103,732005617171337216,5850,15724
1104,731285275100512256,1055,3666
1105,731156023742988288,1360,4035
1106,730924654643314689,2119,6448
1107,730573383004487680,2308,5171
1108,730427201120833536,1113,3640
1109,730211855403241472,1133,4022
1110,730196704625098752,2051,5138
1111,729854734790754305,1204,4238
1112,729838605770891264,410,1794
1113,729823566028484608,1327,4192
1114,729463711119904772,2468,6108
1115,729113531270991872,350,1983
1116,728986383096946689,879,3326
1117,728760639972315136,1826,4912
1118,728751179681943552,726,2920
1119,728653952833728512,1114,3485
1120,728409960103686147,2147,5162
1121,728387165835677696,1026,3855
1122,728046963732717569,1259,4529
1123,728035342121635841,1788,4778
1124,728015554473250816,1170,4306
1125,727685679342333952,685,3093
1126,727644517743104000,1870,6199
1127,727524757080539137,1309,4694
1128,727314416056803329,803,3490
1129,727286334147182592,872,3201
1130,727175381690781696,1471,4070
1131,727155742655025152,1414,3820
1132,726935089318363137,2626,7231
1133,726887082820554753,1609,4027
1134,726828223124897792,1079,3729
1135,726224900189511680,1231,4639
1136,725842289046749185,2835,7410
1137,725786712245440512,1454,4378
1138,725729321944506368,1903,5448
1139,725458796924002305,666,1480
1140,724983749226668032,1391,3890
1141,724771698126512129,688,2487
1142,724405726123311104,1761,5571
1143,724049859469295616,1889,4540
1144,724046343203856385,596,2797
1145,724004602748780546,1685,4395
1146,723912936180330496,1307,4088
1147,723688335806480385,3192,8098
1148,723673163800948736,954,3176
1149,723179728551723008,2007,5561
1150,722974582966214656,1681,4321
1151,722613351520608256,1748,5204
1152,721503162398597120,2001,4888
1153,721001180231503872,656,2655
1154,720785406564900865,825,3271
1155,720775346191278080,725,2603
1156,720415127506415616,1596,4331
1157,720389942216527872,2691,6731
1158,720340705894408192,1041,3013
1159,720059472081784833,1205,4081
1160,720043174954147842,2147,5143
1161,719991154352222208,1864,5068
1162,719704490224398336,1552,4797
1163,719551379208073216,2060,5305
1164,719367763014393856,789,2932
1165,719339463458033665,1336,4639
1166,719332531645071360,1021,3587
1167,718971898235854848,1173,3662
1168,718939241951195136,1880,5499
1169,718631497683582976,8639,19832
1170,718613305783398402,515,2563
1171,718540630683709445,1079,2614
1172,718460005985447936,565,2836
1173,718454725339934721,1609,5108
1174,718246886998687744,534,2026
1175,718234618122661888,1072,4068
1176,717841801130979328,634,2573
1177,717790033953034240,1207,3032
1178,717537687239008257,1971,6039
1179,717428917016076293,487,1685
1180,717421804990701568,902,3307
1181,717047459982213120,2036,6574
1182,717009362452090881,1043,3439
1183,716802964044845056,1257,4486
1184,716791146589110272,1531,6265
1185,716730379797970944,456,1292
1186,716447146686459905,6296,13754
1187,716439118184652801,229,2480
1188,716285507865542656,1160,2917
1189,716080869887381504,1859,5134
1190,715928423106027520,935,3350
1191,715758151270801409,1518,3925
1192,715733265223708672,1806,4905
1193,715704790270025728,605,2939
1194,715696743237730304,1377,4103
1195,715680795826982913,1731,4547
1196,715360349751484417,1683,5747
1197,715342466308784130,730,3178
1198,715220193576927233,698,2533
1199,715200624753819648,2018,5378
1200,715009755312439296,1323,4376
1201,714982300363173890,1109,3941
1202,714962719905021952,4566,7725
1203,714957620017307648,1517,4347
1204,714631576617938945,1071,3432
1205,714606013974974464,991,3804
1206,714485234495041536,1238,2845
1207,714258258790387713,764,3159
1208,714251586676113411,901,3433
1209,714214115368108032,939,2383
1210,714141408463036416,1501,4525
1211,713919462244790272,829,3439
1212,713909862279876608,581,2011
1213,713900603437621249,795,2975
1214,713761197720473600,1476,5124
1215,713411074226274305,1381,4630
1216,713177543487135744,3024,7565
1217,713175907180089344,1558,4685
1218,712809025985978368,7203,19537
1219,712717840512598017,5357,12986
1220,712668654853337088,1301,4370
1221,712438159032893441,1673,5594
1222,712309440758808576,25,257
1223,712097430750289920,1106,3996
1224,712092745624633345,962,3090
1225,712085617388212225,518,3408
1226,712065007010385924,667,2380
1227,711998809858043904,134,0
1228,711968124745228288,2467,8471
1229,711743778164514816,1058,2992
1230,711732680602345472,4406,9346
1231,711694788429553666,19548,34485
1232,711652651650457602,980,4067
1233,711363825979756544,1212,3842
1234,711306686208872448,783,3481
1235,711008018775851008,663,3150
1236,710997087345876993,1491,4786
1237,710844581445812225,738,2675
1238,710833117892898816,577,2827
1239,710658690886586372,605,2426
1240,710609963652087808,2514,5042
1241,710588934686908417,2005,4792
1242,710296729921429505,787,2489
1243,710283270106132480,551,2244
1244,710272297844797440,1348,4755
1245,710269109699739648,1207,2526
1246,710153181850935296,960,3060
1247,710140971284037632,958,2910
1248,710117014656950272,2126,5778
1249,709918798883774466,1142,3135
1250,709901256215666688,105,708
1251,709852847387627521,1278,3684
1252,709566166965075968,1292,3725
1253,709556954897764353,1140,3453
1254,709519240576036864,256,1566
1255,709449600415961088,630,2340
1256,709409458133323776,740,2751
1257,709225125749587968,611,2525
1258,709207347839836162,6250,13251
1259,709198395643068416,686,2544
1260,709179584944730112,722,2120
1261,709158332880297985,450,2149
1262,709042156699303936,1757,5001
1263,708853462201716736,703,1893
1264,708845821941387268,957,3130
1265,708834316713893888,540,1786
1266,708810915978854401,7451,17344
1267,708738143638450176,873,2883
1268,708711088997666817,781,2682
1269,708479650088034305,722,2682
1270,708469915515297792,880,3245
1271,708400866336894977,10846,16839
1272,708356463048204288,1433,3803
1273,708349470027751425,790,2475
1274,708149363256774660,1650,4497
1275,708130923141795840,894,3561
1276,708119489313951744,1049,2825
1277,708109389455101952,579,2030
1278,708026248782585858,2049,4594
1279,707995814724026368,1206,3286
1280,707983188426153984,2,51
1281,707969809498152960,1038,2838
1282,707776935007539200,1014,3449
1283,707741517457260545,653,2625
1284,707738799544082433,2644,4306
1285,707693576495472641,1074,3622
1286,707629649552134146,941,2714
1287,707610948723478529,6869,17847
1288,707420581654872064,740,2395
1289,707411934438625280,642,2402
1290,707387676719185920,1395,3692
1291,707377100785885184,1158,3459
1292,707315916783140866,687,2606
1293,707297311098011648,852,2914
1294,707059547140169728,727,2710
1295,707038192327901184,852,2316
1296,707021089608753152,1468,4285
1297,707014260413456384,642,2429
1298,706904523814649856,8405,15348
1299,706901761596989440,642,2181
1300,706681918348251136,1037,3502
1301,706644897839910912,1174,2718
1302,706593038911545345,670,2276
1303,706538006853918722,1515,3645
1304,706516534877929472,1110,3262
1305,706346369204748288,988,3630
1306,706310011488698368,8567,22568
1307,706291001778950144,500,1793
1308,706265994973601792,983,2876
1309,706169069255446529,2384,4110
1310,706166467411222528,1726,5425
1311,706153300320784384,414,1573
1312,705975130514706432,790,3266
1313,705970349788291072,955,3305
1314,705898680587526145,598,2504
1315,705786532653883392,566,2056
1316,705591895322394625,1233,3342
1317,705475953783398401,993,3116
1318,705442520700944385,1765,4689
1319,705428427625635840,1814,4029
1320,705239209544720384,808,3159
1321,705223444686888960,865,2724
1322,705102439679201280,548,2268
1323,705066031337840642,649,2291
1324,704871453724954624,1193,4498
1325,704859558691414016,585,2381
1326,704847917308362754,1642,5389
1327,704819833553219584,1073,2777
1328,704761120771465216,3111,6995
1329,704499785726889984,1073,3099
1330,704491224099647488,89,809
1331,704480331685040129,1136,3583
1332,704364645503647744,3817,8468
1333,704347321748819968,376,1677
1334,704134088924532736,502,1594
1335,704113298707505153,605,1964
1336,704054845121142784,983,3076
1337,703774238772166656,500,1946
1338,703769065844768768,1217,3469
1339,703631701117943808,742,2736
1340,703611486317502464,1628,4071
1341,703425003149250560,1481,4005
1342,703407252292673536,749,2592
1343,703382836347330562,1224,3697
1344,703356393781329922,416,2020
1345,703268521220972544,586,2077
1346,703079050210877440,3326,7787
1347,703041949650034688,13458,27809
1348,702932127499816960,774,2734
1349,702899151802126337,483,1700
1350,702684942141153280,1159,3396
1351,702671118226825216,602,2314
1352,702598099714314240,3510,10906
1353,702539513671897089,1026,3030
1354,702332542343577600,1669,3364
1355,702321140488925184,1105,3459
1356,702276748847800320,818,2613
1357,702217446468493312,1437,5074
1358,701981390485725185,1063,3634
1359,701952816642965504,1098,4020
1360,701889187134500865,1473,3757
1361,701805642395348998,1822,3620
1362,701601587219795968,491,2204
1363,701570477911896070,1003,2978
1364,701545186879471618,659,2807
1365,701214700881756160,5491,12883
1366,700890391244103680,617,2342
1367,700864154249383937,660,2734
1368,700847567345688576,537,2563
1369,700796979434098688,1032,2570
1370,700747788515020802,10050,24078
1371,700518061187723268,858,2787
1372,700505138482569216,615,2402
1373,700462010979500032,1933,4371
1374,700167517596164096,800,2798
1375,700151421916807169,709,2364
1376,700143752053182464,2953,7947
1377,700062718104104960,746,2791
1378,700029284593901568,628,2186
1379,700002074055016451,1445,3493
1380,699801817392291840,1031,3222
1381,699788877217865730,532,2371
1382,699779630832685056,1331,2930
1383,699775878809702401,652,2069
1384,699691744225525762,4928,10828
1385,699446877801091073,2805,6258
1386,699434518667751424,545,2286
1387,699423671849451520,354,1449
1388,699413908797464576,664,2183
1389,699370870310113280,472,1986
1390,699323444782047232,925,3335
1391,699088579889332224,675,2359
1392,699079609774645248,705,2585
1393,699072405256409088,1271,3167
1394,699060279947165696,1938,3984
1395,699036661657767936,1282,2752
1396,698989035503689728,1060,3568
1397,698953797952008193,970,2856
1398,698907974262222848,666,2680
1399,698710712454139905,733,2611
1400,698703483621523456,406,1530
1401,698635131305795584,366,1356
1402,698549713696649216,662,2446
1403,698355670425473025,485,1978
1404,698342080612007937,1016,2385
1405,698262614669991936,2155,5011
1406,698195409219559425,6397,17676
1407,698178924120031232,791,2951
1408,697995514407682048,359,1613
1409,697990423684476929,1388,3470
1410,697943111201378304,742,2537
1411,697881462549430272,1273,3181
1412,697630435728322560,578,1848
1413,697616773278015490,1084,3344
1414,697596423848730625,1352,3208
1415,697575480820686848,540,2156
1416,697516214579523584,1216,2190
1417,697482927769255936,724,2554
1418,697463031882764288,1476,3602
1419,697270446429966336,1994,4929
1420,697259378236399616,1069,3464
1421,697255105972801536,1244,3181
1422,697242256848379904,714,2658
1423,696900204696625153,1101,3367
1424,696894894812565505,730,2475
1425,696886256886657024,1924,5102
1426,696877980375769088,762,2576
1427,696754882863349760,384,1555
1428,696744641916489729,1011,2181
